Array,CUID,CTD_CruiseName,CTD_CruiseLeg,CTDcast,CTD_Date,CTD_lat,CTD_lon,CTD_site_desc,Notes,filepath_primary,CTD_rawdata_filepath,O2_filepath,salt_filepath
Coastal_Pioneer,AT-27,Pioneer04,AT-27B,3,2015-05-08T17:39:00,40.64585,-70.42752,AUV,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-04_AT-27_2015-04-28/Ship Data/,Leg 2 (at27b)/ctd/process/at27b003.cnv,no_samples,no_samples
Coastal_Pioneer,AT-27,Pioneer04,AT-27B,4,2015-05-09T14:10:00,39.94312,-70.82558,"Gliders 374, 379",,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-04_AT-27_2015-04-28/Ship Data/,Leg 2 (at27b)/ctd/process/at27b004.cnv,Water Sampling/Salts and O2/Leg 2/004OXY.xlsx,Water Sampling/Salts and O2/Leg 2/004.SAL
Coastal_Pioneer,AT-27,Pioneer04,AT-27B,5,2015-05-10T01:51:00,39.94,-70.88335,OSSM,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-04_AT-27_2015-04-28/Ship Data/,Leg 2 (at27b)/ctd/process/at27b005.cnv,Water Sampling/Salts and O2/Leg 2/005OXY.xlsx,Water Sampling/Salts and O2/Leg 2/005.SAL
Coastal_Pioneer,AT-27,Pioneer04,AT-27B,6,2015-05-11T19:50:00,40.36332,-70.88328,ISSM,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-04_AT-27_2015-04-28/Ship Data/,Leg 2 (at27b)/ctd/process/at27b006.cnv,Water Sampling/Salts and O2/Leg 2/006OXY.xlsx,Water Sampling/Salts and O2/Leg 2/006.SAL
Coastal_Pioneer,AT-27,Pioneer04,AT-27B,7,2015-05-12T13:29:00,39.93978,-70.77427,PMUO,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-04_AT-27_2015-04-28/Ship Data/,Leg 2 (at27b)/ctd/process/at27b007.cnv,no_samples,no_samples
Coastal_Pioneer,AT-27,Pioneer04,AT-27B,8,2015-05-12T15:09:00,40.00617,-70.77397,CS4,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-04_AT-27_2015-04-28/Ship Data/,Leg 2 (at27b)/ctd/process/at27b008.cnv,no_samples,no_samples
Coastal_Pioneer,AT-27,Pioneer04,AT-27B,9,2015-05-12T16:21:00,40.07173,-70.77505,CS3,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-04_AT-27_2015-04-28/Ship Data/,Leg 2 (at27b)/ctd/process/at27b009.cnv,no_samples,no_samples
Coastal_Pioneer,AT-27,Pioneer04,AT-27B,10,2015-05-12T17:39:00,40.13683,-70.77557,Central,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-04_AT-27_2015-04-28/Ship Data/,Leg 2 (at27b)/ctd/process/at27b010.cnv,no_samples,no_samples
Coastal_Pioneer,AT-27,Pioneer04,AT-27B,11,2015-05-12T18:45:00,40.22072,-70.77587,CS2,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-04_AT-27_2015-04-28/Ship Data/,Leg 2 (at27b)/ctd/process/at27b011.cnv,no_samples,no_samples
Coastal_Pioneer,AT-27,Pioneer04,AT-27B,12,2015-05-12T19:59:00,40.29325,-70.77517,CS1,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-04_AT-27_2015-04-28/Ship Data/,Leg 2 (at27b)/ctd/process/at27b012.cnv,no_samples,no_samples
Coastal_Pioneer,AT-27,Pioneer04,AT-27B,13,2015-05-12T20:56:00,40.36562,-70.77522,PMUI,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-04_AT-27_2015-04-28/Ship Data/,Leg 2 (at27b)/ctd/process/at27b013.cnv,no_samples,no_samples
Coastal_Pioneer,SI-1507,Pioneer04a,,1,,,,ISSP,no sampling log,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-04a_SI_2015-07-22/,CTD_Data/SBE16plus_01607239_2015_07_24.hex,no_samples,no_samples
Coastal_Pioneer,SI-1507,Pioneer04a,,2,,,,CNSP,no sampling log,,,,
Coastal_Pioneer,SI-1507,Pioneer04a,,3,,,,"Gliders 380, 388",no sampling log,,,,
Coastal_Pioneer,SI-1507,Pioneer04a,,4,,,,Glider 374,no sampling log,,,,
Coastal_Pioneer,SI-1507,Pioneer04a,,5,,,,ISSP,no sampling log,,,,
Coastal_Pioneer,AT-31,Pioneer05,AT-31A,1,2015-10-12T15:22:00,39.94013,-70.8834,OSPM,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 1 (at31a)/ctd/process/at31001.cnv,Water Sampling/Salts and O2/AT31-A/001OXY.xlsx,Water Sampling/Salts and O2/AT31-A/001.SAL
Coastal_Pioneer,AT-31,Pioneer05,AT-31A,2,2015-10-13T02:20:00,39.8941,-70.76958,"Gliders 376, 385: SS-2, SS-1 lines",,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 1 (at31a)/ctd/process/at31002.cnv,Water Sampling/Salts and O2/AT31-A/002OXY.xlsx,Water Sampling/Salts and O2/AT31-A/002.SAL
Coastal_Pioneer,AT-31,Pioneer05,AT-31A,3,2015-10-13T15:06:00,39.94017,-70.7746,PMUO,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 1 (at31a)/ctd/process/at31003.cnv,Water Sampling/Salts and O2/AT31-A/003OXY.xlsx,Water Sampling/Salts and O2/AT31-A/003.SAL
Coastal_Pioneer,AT-31,Pioneer05,AT-31A,4,2015-10-14T02:09:00,40.06785,-70.41782,"Gliders 335, 387: EB, FZ-1 lines",,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 1 (at31a)/ctd/process/at31004.cnv,Water Sampling/Salts and O2/AT31-A/004OXY.xlsx,Water Sampling/Salts and O2/AT31-A/004.SAL
Coastal_Pioneer,AT-31,Pioneer05,AT-31A,5,2015-10-14T14:35:00,40.09817,-70.88373,PMCO,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 1 (at31a)/ctd/process/at31005.cnv,Water Sampling/Salts and O2/AT31-A/005OXY.xlsx,Water Sampling/Salts and O2/AT31-A/005.SAL
Coastal_Pioneer,AT-31,Pioneer05,AT-31A,6,2015-10-15T02:09:00,40.15167,-70.94592,Glider 380 recovery,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 1 (at31a)/ctd/process/at31006.cnv,Water Sampling/Salts and O2/AT31-A/006OXY.xlsx,Water Sampling/Salts and O2/AT31-A/006.SAL
Coastal_Pioneer,AT-31,Pioneer05,AT-31A,7,2015-10-15T14:08:00,40.2262,-70.8837,PMCI,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 1 (at31a)/ctd/process/at31007.cnv,Water Sampling/Salts and O2/AT31-A/007OXY.xlsx,Water Sampling/Salts and O2/AT31-A/007.SAL
Coastal_Pioneer,AT-31,Pioneer05,AT-31A,8,2015-10-16T14:35:00,40.36493,-70.775,PMUI,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 1 (at31a)/ctd/process/at31008.cnv,Water Sampling/Salts and O2/AT31-A/008OXY.xlsx,Water Sampling/Salts and O2/AT31-A/008.SAL
Coastal_Pioneer,AT-31,Pioneer05,AT-31A,9,2015-10-17T14:32:00,39.09835,-70.88312,PMCO,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 1 (at31a)/ctd/process/at31009.cnv,no_samples,no_samples
Coastal_Pioneer,AT-31,Pioneer05,AT-31B,1,2015-10-21T14:35:00,40.3635,-70.88335,ISSM,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 2 (at31b)/ctd/process/at31b_001.cnv,Water Sampling/Salts and O2/AT31-B/001OXY.xlsx,Water Sampling/Salts and O2/AT31-B/001.SAL
Coastal_Pioneer,AT-31,Pioneer05,AT-31B,2,2015-10-22T13:00:00,39.88518,-70.83315,Glider 388: GS line,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 2 (at31b)/ctd/process/at31b_002.cnv,Water Sampling/Salts and O2/AT31-B/002OXY.xlsx,Water Sampling/Salts and O2/AT31-B/002.SAL
Coastal_Pioneer,AT-31,Pioneer05,AT-31B,3,2015-10-22T20:03:00,39.94055,-70.88352,OSSM,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 2 (at31b)/ctd/process/at31b_003.cnv,Water Sampling/Salts and O2/AT31-B/003OXY.xlsx,Water Sampling/Salts and O2/AT31-B/003.SAL
Coastal_Pioneer,AT-31,Pioneer05,AT-31B,4,2015-10-23T19:08:00,40.1366,-70.7758,CNSM,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 2 (at31b)/ctd/process/at31b_004.cnv,Water Sampling/Salts and O2/AT31-B/004OXY.xlsx,Water Sampling/Salts and O2/AT31-B/004.SAL
Coastal_Pioneer,AT-31,Pioneer05,AT-31B,5,2015-10-24T16:32:00,39.94002,-70.88338,Offshore,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 2 (at31b)/ctd/process/at31b_005.cnv,no_samples,no_samples
Coastal_Pioneer,AT-31,Pioneer05,AT-31B,6,2015-10-24T18:09:00,40.09813,-70.88305,Central Offshore,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 2 (at31b)/ctd/process/at31b_006.cnv,no_samples,no_samples
Coastal_Pioneer,AT-31,Pioneer05,AT-31B,7,2015-10-24T19:15:00,40.13667,-70.775,Central,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 2 (at31b)/ctd/process/at31b_007.cnv,no_samples,no_samples
Coastal_Pioneer,AT-31,Pioneer05,AT-31B,8,2015-10-24T20:26:00,40.21937,-70.88395,Central Inshore,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 2 (at31b)/ctd/process/at31b_008.cnv,no_samples,no_samples
Coastal_Pioneer,AT-31,Pioneer05,AT-31B,9,2015-10-24T21:33:00,40.36133,-70.8829,Inshore,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 2 (at31b)/ctd/process/at31b_009.cnv,no_samples,no_samples
Coastal_Pioneer,AT-31,Pioneer05,AT-31C,1,2015-10-28T13:15:00,40.36423,-70.77682,PMUI,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 3 (at31c)/ctd/process/at31c_001.cnv,no_samples,no_samples
Coastal_Pioneer,AT-31,Pioneer05,AT-31C,2,2015-10-28T14:11:00,40.29277,-70.7764,CS1,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 3 (at31c)/ctd/process/at31c_002.cnv,no_samples,no_samples
Coastal_Pioneer,AT-31,Pioneer05,AT-31C,3,2015-10-28T15:03:00,40.22012,-70.776,CS2,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 3 (at31c)/ctd/process/at31c_003.cnv,no_samples,no_samples
Coastal_Pioneer,AT-31,Pioneer05,AT-31C,4,2015-10-28T16:03:00,40.1375,-70.77543,CNSM,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 3 (at31c)/ctd/process/at31c_004.cnv,no_samples,no_samples
Coastal_Pioneer,AT-31,Pioneer05,AT-31C,5,2015-10-28T19:08:00,40.07128,-70.77475,CS3,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 3 (at31c)/ctd/process/at31c_005.cnv,no_samples,no_samples
Coastal_Pioneer,AT-31,Pioneer05,AT-31C,6,2015-10-29T16:06:00,39.94008,-70.77033,PMUO,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 3 (at31c)/ctd/process/at31c_006.cnv,no_samples,no_samples
Coastal_Pioneer,AT-31,Pioneer05,AT-31C,7,2015-10-29T17:40:00,40.00183,-70.77332,CS4,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 3 (at31c)/ctd/process/at31c_007.cnv,no_samples,no_samples
Coastal_Pioneer,AT-31,Pioneer05,AT-31C,8,2015-10-29T18:50:00,40.0698,-70.77903,CS3,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-05_AT-31_2015-10-11/Ship Data/,Leg 3 (at31c)/ctd/process/at31c_008.cnv,no_samples,no_samples
Coastal_Pioneer,P5a,Pioneer05a,,,,,,,no cruise report or sampling log,missing,missing,no_samples,no_samples
Coastal_Pioneer,AR-04,Pioneer06,AR-04A,1,2016-05-13T15:08:00,40.13668,-70.77143,CNSM,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 1 (ar04a)/ctd/process/ar04a001.cnv,Water Sampling/Salts and O2/AR-04A/001OXY.xlsx,Water Sampling/Salts and O2/AR-04A/001SAL.xlsx
Coastal_Pioneer,AR-04,Pioneer06,AR-04A,2,2016-05-14T00:04:00,39.94072,-70.88352,OSSM,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 1 (ar04a)/ctd/process/ar04a002.cnv,Water Sampling/Salts and O2/AR-04A/002OXY.xlsx,Water Sampling/Salts and O2/AR-04A/002SAL.xlsx
Coastal_Pioneer,AR-04,Pioneer06,AR-04A,3,2016-05-14T12:13:00,40.36333,-70.88343,ISSM,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 1 (ar04a)/ctd/process/ar04a003.cnv,Water Sampling/Salts and O2/AR-04A/003OXY.xlsx,Water Sampling/Salts and O2/AR-04A/003SAL.xlsx
Coastal_Pioneer,AR-04,Pioneer06,AR-04B,1,2016-05-18T16:17:00,39.93997,-70.77492,PMUO,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 2 (ar04b)/ctd/process/ar04b001.cnv,Water Sampling/Salts and O2/AR-04B/001OXY.xlsx,Water Sampling/Salts and O2/AR-04B/001SAL.xlsx
Coastal_Pioneer,AR-04,Pioneer06,AR-04B,2,2016-05-19T15:25:00,39.94048,-70.8837,OSPM,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 2 (ar04b)/ctd/process/ar04b002.cnv,Water Sampling/Salts and O2/AR-04B/002OXY.xlsx,Water Sampling/Salts and O2/AR-04B/002SAL.xlsx
Coastal_Pioneer,AR-04,Pioneer06,AR-04B,3,2016-05-20T14:07:00,40.0984,-70.8833,PMCO,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 2 (ar04b)/ctd/process/ar04b003.cnv,Water Sampling/Salts and O2/AR-04B/003OXY.xlsx,Water Sampling/Salts and O2/AR-04B/003SAL.xlsx
Coastal_Pioneer,AR-04,Pioneer06,AR-04B,4,2016-05-20T21:37:00,40.22637,-70.8836,PMCI,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 2 (ar04b)/ctd/process/ar04b004.cnv,Water Sampling/Salts and O2/AR-04B/004OXY.xlsx,Water Sampling/Salts and O2/AR-04B/004SAL.xlsx
Coastal_Pioneer,AR-04,Pioneer06,AR-04B,5,2016-05-21T14:00:00,40.36508,-70.77497,PMUI,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 2 (ar04b)/ctd/process/ar04b005.cnv,Water Sampling/Salts and O2/AR-04B/005OXY.xlsx,Water Sampling/Salts and O2/AR-04B/005SAL.xlsx
Coastal_Pioneer,AR-04,Pioneer06,AR-04B,6,2016-05-22T12:03:00,39.92336,-70.80439,PMUO,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 2 (ar04b)/ctd/process/ar04b006.cnv,no_samples,no_samples
Coastal_Pioneer,AR-04,Pioneer06,AR-04B,7,2016-05-22T13:30:00,40.00383,-70.77403,CS4,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 2 (ar04b)/ctd/process/ar04b007.cnv,no_samples,no_samples
Coastal_Pioneer,AR-04,Pioneer06,AR-04B,8,2016-05-22T14:34:00,40.06778,-70.77318,CS3,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 2 (ar04b)/ctd/process/ar04b008.cnv,no_samples,no_samples
Coastal_Pioneer,AR-04,Pioneer06,AR-04B,9,2016-05-22T15:53:00,40.13483,-70.77338,CNSM,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 2 (ar04b)/ctd/process/ar04b009.cnv,no_samples,no_samples
Coastal_Pioneer,AR-04,Pioneer06,AR-04B,10,2016-05-22T16:59:00,40.21818,-70.77413,CS2,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 2 (ar04b)/ctd/process/ar04b010.cnv,no_samples,no_samples
Coastal_Pioneer,AR-04,Pioneer06,AR-04B,11,2016-05-22T17:45:00,40.29358,-70.77555,CS1,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 2 (ar04b)/ctd/process/ar04b011.cnv,no_samples,no_samples
Coastal_Pioneer,AR-04,Pioneer06,AR-04B,12,2016-05-22T18:44:00,40.36488,-70.7742,PMUI,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 2 (ar04b)/ctd/process/ar04b012.cnv,no_samples,no_samples
Coastal_Pioneer,AR-04,Pioneer06,AR-04B,13,2016-05-22T20:34:00,40.22705,-70.87963,PMCI,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 2 (ar04b)/ctd/process/ar04b013.cnv,no_samples,no_samples
Coastal_Pioneer,AR-04,Pioneer06,AR-04B,14,2016-05-22T21:44:00,40.09533,-70.88535,PMCO,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 2 (ar04b)/ctd/process/ar04b014.cnv,no_samples,no_samples
Coastal_Pioneer,AR-04,Pioneer06,AR-04C,1,2016-05-27T16:33:00,39.93962,-70.88503,OSSM,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 3 (ar04c)/ctd/process/ar04-c001.cnv,Water Sampling/Salts and O2/AR-04C/001OXY.xlsx,Water Sampling/Salts and O2/AR-04C/001SAL.xlsx
Coastal_Pioneer,AR-04,Pioneer06,AR-04C,2,2016-05-27T22:03:00,39.8197,-70.74115,"Gliders 335, 376",,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 3 (ar04c)/ctd/process/ar04-c002.cnv,Water Sampling/Salts and O2/AR-04C/002OXY.xlsx,Water Sampling/Salts and O2/AR-04C/002SAL.xlsx
Coastal_Pioneer,AR-04,Pioneer06,AR-04C,3,2016-05-26T16:05:00,40.36333,-70.8824,ISSM,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 3 (ar04c)/ctd/process/ar04-c003.cnv,Water Sampling/Salts and O2/AR-04C/003OXY.xlsx,Water Sampling/Salts and O2/AR-04C/003SAL.xlsx
Coastal_Pioneer,AR-04,Pioneer06,AR-04C,4,2016-05-29T01:04:00,40.10953,-70.46058,Glider 374,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 3 (ar04c)/ctd/process/ar04-c004.cnv,Water Sampling/Salts and O2/AR-04C/004OXY.xlsx,Water Sampling/Salts and O2/AR-04C/004SAL.xlsx
Coastal_Pioneer,AR-04,Pioneer06,AR-04C,5,2016-05-29T13:10:00,39.9412,-70.77213,PMUO,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 3 (ar04c)/ctd/process/ar04-c005.cnv,no_samples,no_samples
Coastal_Pioneer,AR-04,Pioneer06,AR-04C,6,2016-05-29T14:24:00,40.00628,-70.77617,CS4,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 3 (ar04c)/ctd/process/ar04-c006.cnv,no_samples,no_samples
Coastal_Pioneer,AR-04,Pioneer06,AR-04C,7,2016-05-29T15:21:00,40.0716,-70.77563,CS3,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 3 (ar04c)/ctd/process/ar04-c007.cnv,no_samples,no_samples
Coastal_Pioneer,AR-04,Pioneer06,AR-04C,8,2016-05-29T16:33:00,40.13675,-70.77567,CNSM,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 3 (ar04c)/ctd/process/ar04-c008.cnv,no_samples,no_samples
Coastal_Pioneer,AR-04,Pioneer06,AR-04C,9,2016-05-29T18:08:00,40.21995,-70.77442,CS2,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 3 (ar04c)/ctd/process/ar04-c009.cnv,no_samples,no_samples
Coastal_Pioneer,AR-04,Pioneer06,AR-04C,10,2016-05-29T19:44:00,40.29322,-70.77643,CS1,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 3 (ar04c)/ctd/process/ar04-c010.cnv,no_samples,no_samples
Coastal_Pioneer,AR-04,Pioneer06,AR-04C,11,2016-05-29T21:06:00,40.36522,-70.77533,PMUI,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 3 (ar04c)/ctd/process/ar04-c011.cnv,no_samples,no_samples
Coastal_Pioneer,AR-04,Pioneer06,AR-04C,12,2016-05-30T19:51:00,40.20732,-70.06605,AUV64 start,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 3 (ar04c)/ctd/process/ar04-c012.cnv,no_samples,no_samples
Coastal_Pioneer,AR-04,Pioneer06,AR-04C,13,2016-05-31T11:50:00,40.2295,-70.77692,CS2,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 3 (ar04c)/ctd/process/ar04-c013.cnv,no_samples,no_samples
Coastal_Pioneer,AR-04,Pioneer06,AR-04C,14,2016-05-31T17:03:00,40.21293,-70.8913,AUV6 end,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-06_AR-04_2016-05-12/Ship Data/,Leg 3 (ar04c)/ctd/process/ar04-c014.cnv,no_samples,no_samples
Coastal_Pioneer,P6a,Pioneer06a,,,,,,,,missing,missing,no_samples,no_samples
Coastal_Pioneer,AR-08A,Pioneer07,AR-08A,1,2016-09-28T16:30:00,39.93985,-70.88435,OSPM-5 recovery,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-07_AR-08_2016-09-27/Ship Data/,Leg 1 (ar08a)/ctd/process/ar08a001.cnv,Water Sampling/Salts and O2/Leg 1/001OXY.xlsx,Water Sampling/Salts and O2/Leg 1/001SAL.xlsx
Coastal_Pioneer,AR-08A,Pioneer07,AR-08A,2,2016-09-28T22:07:00,39.78515,-70.57758,Glider 388,,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-07_AR-08_2016-09-27/Ship Data/,Leg 1 (ar08a)/ctd/process/ar08a002.cnv,Water Sampling/Salts and O2/Leg 1/002OXY.xlsx,Water Sampling/Salts and O2/Leg 1/002SAL.xlsx
Coastal_Pioneer,AR-08A,Pioneer07,AR-08A,3,2016-09-29T13:11:00,39.93637,-70.88257,OS,mislabled as UO in CTD header,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-07_AR-08_2016-09-27/Ship Data/,Leg 1 (ar08a)/ctd/process/ar08a003.cnv,no_samples,no_samples
Coastal_Pioneer,AR-08A,Pioneer07,AR-08A,4,2016-09-29T14:48:00,39.93925,-70.77878,UO,mislabled as CS4 in CTD header,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-07_AR-08_2016-09-27/Ship Data/,Leg 1 (ar08a)/ctd/process/ar08a004.cnv,no_samples,no_samples
Coastal_Pioneer,AR-08A,Pioneer07,AR-08A,5,2016-09-29T16:14:00,40.00552,-70.76813,CS4,mislabeled as CS3 in CTD header,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-07_AR-08_2016-09-27/Ship Data/,Leg 1 (ar08a)/ctd/process/ar08a005.cnv,no_samples,no_samples
Coastal_Pioneer,AR-08A,Pioneer07,AR-08A,6,2016-09-29T17:40:00,40.07277,-70.76728,CS3,mislabeled as CN in CTD header,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-07_AR-08_2016-09-27/Ship Data/,Leg 1 (ar08a)/ctd/process/ar08a006.cnv,no_samples,no_samples
Coastal_Pioneer,AR-08A,Pioneer07,AR-08A,7,2016-09-29T18:46:00,40.1341,-70.77677,CN,mislabeled as CS2 in CTD header,/Volumes/webdav/OOI/Coastal Pioneer Array/Cruise Data/Pioneer-07_AR-08_2016-09-27/Ship Data/,Leg 1 (ar08a)/ctd/process/ar08a007.cnv,no_samples,no_samples
